PE,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,
(0- 0),25,25,25,25,25,25,25,25,22,22,22,22,22,22,22,22,17,17,17,17,17,17,17,17,20,20,20,20,20,20,20,20,28,28,28,28,28,28,28,28,22,22,22,22,22,22,22,22,19,19,19,19,19,19,19,19,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,14,14,14,14,14,14,14,14,21,21,21,21,21,21,21,21,23,23,23,23,23,23,23,23,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,23,23,23,23,23,23,23,23,20,20,20,20,20,20,20,20,
(0- 1),16,16,16,16,16,16,16,16,5,5,5,5,5,5,5,5,9,9,9,9,9,9,9,9,5,5,5,5,5,5,5,5,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,12,12,12,12,12,12,12,12,5,5,5,5,5,5,5,5,10,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,
(0- 2),32,32,32,32,32,32,32,32,25,25,25,25,25,25,25,25,18,18,18,18,18,18,18,18,22,22,22,22,22,22,22,22,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,13,13,13,13,13,13,13,13,30,30,30,30,30,30,30,30,26,26,26,26,26,26,26,26,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,25,25,25,25,25,25,25,25,27,27,27,27,27,27,27,27,30,30,30,30,30,30,30,30,19,19,19,19,19,19,19,19,23,23,23,23,23,23,23,23,
(0- 3),21,21,21,21,21,21,21,21,18,18,18,18,18,18,18,18,21,21,21,21,21,21,21,21,18,18,18,18,18,18,18,18,13,13,13,13,13,13,13,13,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,28,28,28,28,28,28,28,28,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,19,19,19,19,19,19,19,19,22,22,22,22,22,22,22,22,18,18,18,18,18,18,18,18,
(0- 4),8,8,8,8,8,8,8,8,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,15,15,15,15,15,15,15,15,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,15,15,15,15,15,15,15,15,20,20,20,20,20,20,20,20,9,9,9,9,9,9,9,9,11,11,11,11,11,11,11,11,
(0- 5),16,16,16,16,16,16,16,16,22,22,22,22,22,22,22,22,25,25,25,25,25,25,25,25,19,19,19,19,19,19,19,19,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,27,27,27,27,27,27,27,27,21,21,21,21,21,21,21,21,26,26,26,26,26,26,26,26,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,22,22,22,22,22,22,22,22,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,
(0- 6),26,26,26,26,26,26,26,26,22,22,22,22,22,22,22,22,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,16,16,16,16,16,16,16,16,22,22,22,22,22,22,22,22,28,28,28,28,28,28,28,28,24,24,24,24,24,24,24,24,15,15,15,15,15,15,15,15,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,22,22,22,22,22,22,22,22,24,24,24,24,24,24,24,24,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,
(0- 7),14,14,14,14,14,14,14,14,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,11,11,11,11,11,11,11,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,13,13,13,13,13,13,13,13,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,7,7,7,7,7,7,7,7,10,10,10,10,10,10,10,10,6,6,6,6,6,6,6,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
(0- 8),21,21,21,21,21,21,21,21,16,16,16,16,16,16,16,16,24,24,24,24,24,24,24,24,17,17,17,17,17,17,17,17,26,26,26,26,26,26,26,26,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,20,20,20,20,20,20,20,20,17,17,17,17,17,17,17,17,14,14,14,14,14,14,14,14,21,21,21,21,21,21,21,21,16,16,16,16,16,16,16,16,21,21,21,21,21,21,21,21,25,25,25,25,25,25,25,25,11,11,11,11,11,11,11,11,27,27,27,27,27,27,27,27,
(1- 0),25,25,25,25,25,25,25,25,22,22,22,22,22,22,22,22,17,17,17,17,17,17,17,17,20,20,20,20,20,20,20,20,28,28,28,28,28,28,28,28,22,22,22,22,22,22,22,22,19,19,19,19,19,19,19,19,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,14,14,14,14,14,14,14,14,21,21,21,21,21,21,21,21,23,23,23,23,23,23,23,23,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,23,23,23,23,23,23,23,23,20,20,20,20,20,20,20,20,
