PE,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,
(0- 0),48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,
(0- 1),41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,
(0- 2),37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
(0- 3),55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
(0- 4),47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,
(0- 5),56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,
(0- 6),51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,
(0- 7),42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,
(1- 0),48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,
(1- 1),41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,
