PE,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,
(0- 0),22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,10,10,10,10,10,10,10,10,14,14,14,14,14,14,14,14,23,23,23,23,23,23,23,23,19,19,19,19,19,19,19,19,23,23,23,23,23,23,23,23,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,15,15,15,15,15,15,15,15,13,13,13,13,13,13,13,13,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,22,22,22,22,22,22,22,22,
(0- 1),8,8,8,8,8,8,8,8,19,19,19,19,19,19,19,19,14,14,14,14,14,14,14,14,20,20,20,20,20,20,20,20,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,13,13,13,13,13,13,13,13,17,17,17,17,17,17,17,17,19,19,19,19,19,19,19,19,14,14,14,14,14,14,14,14,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,18,18,18,18,18,18,18,18,25,25,25,25,25,25,25,25,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,
(0- 2),22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,17,17,17,17,17,17,17,17,19,19,19,19,19,19,19,19,25,25,25,25,25,25,25,25,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,13,13,13,13,13,13,13,13,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,20,20,20,20,20,20,20,20,17,17,17,17,17,17,17,17,15,15,15,15,15,15,15,15,17,17,17,17,17,17,17,17,
(0- 3),14,14,14,14,14,14,14,14,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,14,14,14,14,14,14,14,14,12,12,12,12,12,12,12,12,20,20,20,20,20,20,20,20,17,17,17,17,17,17,17,17,23,23,23,23,23,23,23,23,17,17,17,17,17,17,17,17,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,18,18,18,18,18,18,18,18,16,16,16,16,16,16,16,16,12,12,12,12,12,12,12,12,25,25,25,25,25,25,25,25,18,18,18,18,18,18,18,18,
(0- 4),12,12,12,12,12,12,12,12,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,24,24,24,24,24,24,24,24,19,19,19,19,19,19,19,19,16,16,16,16,16,16,16,16,23,23,23,23,23,23,23,23,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,18,18,18,18,18,18,18,18,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,
(0- 5),16,16,16,16,16,16,16,16,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,17,17,17,17,17,17,17,17,15,15,15,15,15,15,15,15,24,24,24,24,24,24,24,24,19,19,19,19,19,19,19,19,16,16,16,16,16,16,16,16,13,13,13,13,13,13,13,13,19,19,19,19,19,19,19,19,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,23,23,23,23,23,23,23,23,19,19,19,19,19,19,19,19,
(0- 6),16,16,16,16,16,16,16,16,26,26,26,26,26,26,26,26,22,22,22,22,22,22,22,22,15,15,15,15,15,15,15,15,19,19,19,19,19,19,19,19,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,25,25,25,25,25,25,25,25,18,18,18,18,18,18,18,18,23,23,23,23,23,23,23,23,
(0- 7),20,20,20,20,20,20,20,20,18,18,18,18,18,18,18,18,20,20,20,20,20,20,20,20,19,19,19,19,19,19,19,19,15,15,15,15,15,15,15,15,19,19,19,19,19,19,19,19,17,17,17,17,17,17,17,17,20,20,20,20,20,20,20,20,12,12,12,12,12,12,12,12,18,18,18,18,18,18,18,18,13,13,13,13,13,13,13,13,15,15,15,15,15,15,15,15,18,18,18,18,18,18,18,18,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,25,25,25,25,25,25,
(0- 8),15,15,15,15,15,15,15,15,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,13,13,13,13,13,13,13,13,20,20,20,20,20,20,20,20,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,16,16,16,16,16,16,16,16,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,25,25,25,25,25,25,25,25,22,22,22,22,22,22,22,22,19,19,19,19,19,19,19,19,17,17,17,17,17,17,17,17,15,15,15,15,15,15,15,15,22,22,22,22,22,22,22,22,
(1- 0),22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,10,10,10,10,10,10,10,10,14,14,14,14,14,14,14,14,23,23,23,23,23,23,23,23,19,19,19,19,19,19,19,19,23,23,23,23,23,23,23,23,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,15,15,15,15,15,15,15,15,13,13,13,13,13,13,13,13,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,22,22,22,22,22,22,22,22,
