PE,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,
(0- 0),37,37,37,37,37,37,37,37,34,34,34,34,34,34,34,34,46,46,46,46,46,46,46,46,41,41,41,41,41,41,41,41,40,40,40,40,40,40,40,40,47,47,47,47,47,47,47,47,37,37,37,37,37,37,37,37,39,39,39,39,39,39,39,39,40,40,40,40,40,40,40,40,36,36,36,36,36,36,36,36,30,30,30,30,30,30,30,30,43,43,43,43,43,43,43,43,31,31,31,31,31,31,31,31,46,46,46,46,46,46,46,46,34,34,34,34,34,34,34,34,33,33,33,33,33,33,33,33,49,49,49,49,49,49,49,49,51,51,51,51,51,51,51,51,40,40,40,40,40,40,40,40,25,25,25,25,25,25,25,25,43,43,43,43,43,43,43,43,38,38,38,38,38,38,38,38,42,42,42,42,42,42,42,42,33,33,33,33,33,33,33,33,35,35,35,35,35,35,35,35,40,40,40,40,40,40,40,40,38,38,38,38,38,38,38,38,33,33,33,33,33,33,33,33,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,44,37,37,37,37,37,37,37,37,43,43,43,43,43,43,43,43,33,33,33,33,33,33,33,33,36,36,36,36,36,36,36,36,38,38,38,38,38,38,38,38,32,32,32,32,32,32,32,32,40,40,40,40,40,40,40,40,36,36,36,36,36,36,36,36,35,35,35,35,35,35,35,35,38,38,38,38,38,38,38,38,
(0- 1),28,28,28,28,28,28,28,28,32,32,32,32,32,32,32,32,26,26,26,26,26,26,26,26,36,36,36,36,36,36,36,36,23,23,23,23,23,23,23,23,40,40,40,40,40,40,40,40,32,32,32,32,32,32,32,32,27,27,27,27,27,27,27,27,34,34,34,34,34,34,34,34,30,30,30,30,30,30,30,30,32,32,32,32,32,32,32,32,31,31,31,31,31,31,31,31,33,33,33,33,33,33,33,33,34,34,34,34,34,34,34,34,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,37,37,37,37,37,37,37,37,46,46,46,46,46,46,46,46,26,26,26,26,26,26,26,26,32,32,32,32,32,32,32,32,40,40,40,40,40,40,40,40,22,22,22,22,22,22,22,22,32,32,32,32,32,32,32,32,35,35,35,35,35,35,35,35,34,34,34,34,34,34,34,34,23,23,23,23,23,23,23,23,35,35,35,35,35,35,35,35,30,30,30,30,30,30,30,30,35,35,35,35,35,35,35,35,33,33,33,33,33,33,33,33,32,32,32,32,32,32,32,32,38,38,38,38,38,38,38,38,45,45,45,45,45,45,45,45,26,26,26,26,26,26,26,26,24,24,24,24,24,24,24,24,36,36,36,36,36,36,36,36,28,28,28,28,28,28,28,28,38,38,38,38,38,38,38,38,28,28,28,28,28,28,28,28,23,23,23,23,23,23,23,23,
(0- 2),34,34,34,34,34,34,34,34,43,43,43,43,43,43,43,43,50,50,50,50,50,50,50,50,32,32,32,32,32,32,32,32,37,37,37,37,37,37,37,37,47,47,47,47,47,47,47,47,50,50,50,50,50,50,50,50,33,33,33,33,33,33,33,33,48,48,48,48,48,48,48,48,43,43,43,43,43,43,43,43,51,51,51,51,51,51,51,51,44,44,44,44,44,44,44,44,54,54,54,54,54,54,54,54,30,30,30,30,30,30,30,30,38,38,38,38,38,38,38,38,37,37,37,37,37,37,37,37,55,55,55,55,55,55,55,55,44,44,44,44,44,44,44,44,29,29,29,29,29,29,29,29,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,42,42,42,42,42,42,42,42,36,36,36,36,36,36,36,36,44,44,44,44,44,44,44,44,38,38,38,38,38,38,38,38,36,36,36,36,36,36,36,36,53,53,53,53,53,53,53,53,36,36,36,36,36,36,36,36,50,50,50,50,50,50,50,50,47,47,47,47,47,47,47,47,46,46,46,46,46,46,46,46,62,62,62,62,62,62,62,62,43,43,43,43,43,43,43,43,40,40,40,40,40,40,40,40,38,38,38,38,38,38,38,38,44,44,44,44,44,44,44,44,40,40,40,40,40,40,40,40,41,41,41,41,41,41,41,41,37,37,37,37,37,37,37,37,44,44,44,44,44,44,44,44,
(0- 3),33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,23,23,23,23,23,23,23,23,34,34,34,34,34,34,34,34,30,30,30,30,30,30,30,30,35,35,35,35,35,35,35,35,28,28,28,28,28,28,28,28,24,24,24,24,24,24,24,24,43,43,43,43,43,43,43,43,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,32,32,32,32,32,32,32,32,39,39,39,39,39,39,39,39,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,34,34,34,34,34,34,34,34,40,40,40,40,40,40,40,40,35,35,35,35,35,35,35,35,29,29,29,29,29,29,29,29,38,38,38,38,38,38,38,38,26,26,26,26,26,26,26,26,29,29,29,29,29,29,29,29,38,38,38,38,38,38,38,38,31,31,31,31,31,31,31,31,19,19,19,19,19,19,19,19,35,35,35,35,35,35,35,35,34,34,34,34,34,34,34,34,36,36,36,36,36,36,36,36,35,35,35,35,35,35,35,35,22,22,22,22,22,22,22,22,31,31,31,31,31,31,31,31,40,40,40,40,40,40,40,40,29,29,29,29,29,29,29,29,28,28,28,28,28,28,28,28,37,37,37,37,37,37,37,37,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,31,31,31,31,31,31,31,31,26,26,26,26,26,26,26,26,
(0- 4),43,43,43,43,43,43,43,43,28,28,28,28,28,28,28,28,42,42,42,42,42,42,42,42,38,38,38,38,38,38,38,38,37,37,37,37,37,37,37,37,45,45,45,45,45,45,45,45,37,37,37,37,37,37,37,37,36,36,36,36,36,36,36,36,35,35,35,35,35,35,35,35,32,32,32,32,32,32,32,32,31,31,31,31,31,31,31,31,41,41,41,41,41,41,41,41,30,30,30,30,30,30,30,30,39,39,39,39,39,39,39,39,32,32,32,32,32,32,32,32,25,25,25,25,25,25,25,25,49,49,49,49,49,49,49,49,41,41,41,41,41,41,41,41,39,39,39,39,39,39,39,39,23,23,23,23,23,23,23,23,43,43,43,43,43,43,43,43,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,33,33,33,33,33,33,33,33,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,39,39,39,39,39,39,39,39,37,37,37,37,37,37,37,37,33,33,33,33,33,33,33,33,32,32,32,32,32,32,32,32,25,25,25,25,25,25,25,25,37,37,37,37,37,37,37,37,36,36,36,36,36,36,36,36,39,39,39,39,39,39,39,39,50,50,50,50,50,50,50,50,31,31,31,31,31,31,31,31,32,32,32,32,32,32,32,32,44,44,44,44,44,44,44,44,
(1- 0),37,37,37,37,37,37,37,37,34,34,34,34,34,34,34,34,46,46,46,46,46,46,46,46,41,41,41,41,41,41,41,41,40,40,40,40,40,40,40,40,47,47,47,47,47,47,47,47,37,37,37,37,37,37,37,37,39,39,39,39,39,39,39,39,40,40,40,40,40,40,40,40,36,36,36,36,36,36,36,36,30,30,30,30,30,30,30,30,43,43,43,43,43,43,43,43,31,31,31,31,31,31,31,31,46,46,46,46,46,46,46,46,34,34,34,34,34,34,34,34,33,33,33,33,33,33,33,33,49,49,49,49,49,49,49,49,51,51,51,51,51,51,51,51,40,40,40,40,40,40,40,40,25,25,25,25,25,25,25,25,43,43,43,43,43,43,43,43,38,38,38,38,38,38,38,38,42,42,42,42,42,42,42,42,33,33,33,33,33,33,33,33,35,35,35,35,35,35,35,35,40,40,40,40,40,40,40,40,38,38,38,38,38,38,38,38,33,33,33,33,33,33,33,33,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,44,37,37,37,37,37,37,37,37,43,43,43,43,43,43,43,43,33,33,33,33,33,33,33,33,36,36,36,36,36,36,36,36,38,38,38,38,38,38,38,38,32,32,32,32,32,32,32,32,40,40,40,40,40,40,40,40,36,36,36,36,36,36,36,36,35,35,35,35,35,35,35,35,38,38,38,38,38,38,38,38,
(1- 1),28,28,28,28,28,28,28,28,32,32,32,32,32,32,32,32,26,26,26,26,26,26,26,26,36,36,36,36,36,36,36,36,23,23,23,23,23,23,23,23,40,40,40,40,40,40,40,40,32,32,32,32,32,32,32,32,27,27,27,27,27,27,27,27,34,34,34,34,34,34,34,34,30,30,30,30,30,30,30,30,32,32,32,32,32,32,32,32,31,31,31,31,31,31,31,31,33,33,33,33,33,33,33,33,34,34,34,34,34,34,34,34,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,37,37,37,37,37,37,37,37,46,46,46,46,46,46,46,46,26,26,26,26,26,26,26,26,32,32,32,32,32,32,32,32,40,40,40,40,40,40,40,40,22,22,22,22,22,22,22,22,32,32,32,32,32,32,32,32,35,35,35,35,35,35,35,35,34,34,34,34,34,34,34,34,23,23,23,23,23,23,23,23,35,35,35,35,35,35,35,35,30,30,30,30,30,30,30,30,35,35,35,35,35,35,35,35,33,33,33,33,33,33,33,33,32,32,32,32,32,32,32,32,38,38,38,38,38,38,38,38,45,45,45,45,45,45,45,45,26,26,26,26,26,26,26,26,24,24,24,24,24,24,24,24,36,36,36,36,36,36,36,36,28,28,28,28,28,28,28,28,38,38,38,38,38,38,38,38,28,28,28,28,28,28,28,28,23,23,23,23,23,23,23,23,
(1- 2),34,34,34,34,34,34,34,34,43,43,43,43,43,43,43,43,50,50,50,50,50,50,50,50,32,32,32,32,32,32,32,32,37,37,37,37,37,37,37,37,47,47,47,47,47,47,47,47,50,50,50,50,50,50,50,50,33,33,33,33,33,33,33,33,48,48,48,48,48,48,48,48,43,43,43,43,43,43,43,43,51,51,51,51,51,51,51,51,44,44,44,44,44,44,44,44,54,54,54,54,54,54,54,54,30,30,30,30,30,30,30,30,38,38,38,38,38,38,38,38,37,37,37,37,37,37,37,37,55,55,55,55,55,55,55,55,44,44,44,44,44,44,44,44,29,29,29,29,29,29,29,29,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,42,42,42,42,42,42,42,42,36,36,36,36,36,36,36,36,44,44,44,44,44,44,44,44,38,38,38,38,38,38,38,38,36,36,36,36,36,36,36,36,53,53,53,53,53,53,53,53,36,36,36,36,36,36,36,36,50,50,50,50,50,50,50,50,47,47,47,47,47,47,47,47,46,46,46,46,46,46,46,46,62,62,62,62,62,62,62,62,43,43,43,43,43,43,43,43,40,40,40,40,40,40,40,40,38,38,38,38,38,38,38,38,44,44,44,44,44,44,44,44,40,40,40,40,40,40,40,40,41,41,41,41,41,41,41,41,37,37,37,37,37,37,37,37,44,44,44,44,44,44,44,44,
(1- 3),33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,23,23,23,23,23,23,23,23,34,34,34,34,34,34,34,34,30,30,30,30,30,30,30,30,35,35,35,35,35,35,35,35,28,28,28,28,28,28,28,28,24,24,24,24,24,24,24,24,43,43,43,43,43,43,43,43,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,32,32,32,32,32,32,32,32,39,39,39,39,39,39,39,39,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,34,34,34,34,34,34,34,34,40,40,40,40,40,40,40,40,35,35,35,35,35,35,35,35,29,29,29,29,29,29,29,29,38,38,38,38,38,38,38,38,26,26,26,26,26,26,26,26,29,29,29,29,29,29,29,29,38,38,38,38,38,38,38,38,31,31,31,31,31,31,31,31,19,19,19,19,19,19,19,19,35,35,35,35,35,35,35,35,34,34,34,34,34,34,34,34,36,36,36,36,36,36,36,36,35,35,35,35,35,35,35,35,22,22,22,22,22,22,22,22,31,31,31,31,31,31,31,31,40,40,40,40,40,40,40,40,29,29,29,29,29,29,29,29,28,28,28,28,28,28,28,28,37,37,37,37,37,37,37,37,27,27,27,27,27,27,27,27,36,36,36,36,36,36,36,36,31,31,31,31,31,31,31,31,26,26,26,26,26,26,26,26,
(1- 4),43,43,43,43,43,43,43,43,28,28,28,28,28,28,28,28,42,42,42,42,42,42,42,42,38,38,38,38,38,38,38,38,37,37,37,37,37,37,37,37,45,45,45,45,45,45,45,45,37,37,37,37,37,37,37,37,36,36,36,36,36,36,36,36,35,35,35,35,35,35,35,35,32,32,32,32,32,32,32,32,31,31,31,31,31,31,31,31,41,41,41,41,41,41,41,41,30,30,30,30,30,30,30,30,39,39,39,39,39,39,39,39,32,32,32,32,32,32,32,32,25,25,25,25,25,25,25,25,49,49,49,49,49,49,49,49,41,41,41,41,41,41,41,41,39,39,39,39,39,39,39,39,23,23,23,23,23,23,23,23,43,43,43,43,43,43,43,43,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,33,33,33,33,33,33,33,33,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,39,39,39,39,39,39,39,39,37,37,37,37,37,37,37,37,33,33,33,33,33,33,33,33,32,32,32,32,32,32,32,32,25,25,25,25,25,25,25,25,37,37,37,37,37,37,37,37,36,36,36,36,36,36,36,36,39,39,39,39,39,39,39,39,50,50,50,50,50,50,50,50,31,31,31,31,31,31,31,31,32,32,32,32,32,32,32,32,44,44,44,44,44,44,44,44,
