PE,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,
(0- 0),34,34,34,34,34,34,34,34,33,33,33,33,33,33,33,33,26,26,26,26,26,26,26,26,33,33,33,33,33,33,33,33,29,29,29,29,29,29,29,29,35,35,35,35,35,35,35,35,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,32,32,32,32,32,32,32,32,34,34,34,34,34,34,34,34,32,32,32,32,32,32,32,32,21,21,21,21,21,21,21,21,23,23,23,23,23,23,23,23,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,18,18,18,18,18,18,18,18,26,26,26,26,26,26,26,26,13,13,13,13,13,13,13,13,30,30,30,30,30,30,30,30,16,16,16,16,16,16,16,16,20,20,20,20,20,20,20,20,32,32,32,32,32,32,32,32,29,29,29,29,29,29,29,29,23,23,23,23,23,23,23,23,34,34,34,34,34,34,34,34,
(0- 1),68,68,68,68,68,68,68,68,53,53,53,53,53,53,53,53,60,60,60,60,60,60,60,60,57,57,57,57,57,57,57,57,48,48,48,48,48,48,48,48,58,58,58,58,58,58,58,58,60,60,60,60,60,60,60,60,53,53,53,53,53,53,53,53,54,54,54,54,54,54,54,54,49,49,49,49,49,49,49,49,66,66,66,66,66,66,66,66,65,65,65,65,65,65,65,65,62,62,62,62,62,62,62,62,59,59,59,59,59,59,59,59,48,48,48,48,48,48,48,48,49,49,49,49,49,49,49,49,60,60,60,60,60,60,60,60,56,56,56,56,56,56,56,56,52,52,52,52,52,52,52,52,42,42,42,42,42,42,42,42,45,45,45,45,45,45,45,45,55,55,55,55,55,55,55,55,35,35,35,35,35,35,35,35,58,58,58,58,58,58,58,58,66,66,66,66,66,66,66,66,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,59,59,59,59,59,59,59,59,
(0- 2),70,70,70,70,70,70,70,70,52,52,52,52,52,52,52,52,45,45,45,45,45,45,45,45,57,57,57,57,57,57,57,57,44,44,44,44,44,44,44,44,54,54,54,54,54,54,54,54,65,65,65,65,65,65,65,65,61,61,61,61,61,61,61,61,52,52,52,52,52,52,52,52,46,46,46,46,46,46,46,46,67,67,67,67,67,67,67,67,56,56,56,56,56,56,56,56,52,52,52,52,52,52,52,52,56,56,56,56,56,56,56,56,55,55,55,55,55,55,55,55,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,45,45,45,45,45,45,45,45,51,51,51,51,51,51,51,51,46,46,46,46,46,46,46,46,49,49,49,49,49,49,49,49,61,61,61,61,61,61,61,61,40,40,40,40,40,40,40,40,57,57,57,57,57,57,57,57,64,64,64,64,64,64,64,64,50,50,50,50,50,50,50,50,48,48,48,48,48,48,48,48,57,57,57,57,57,57,57,57,
(0- 3),34,34,34,34,34,34,34,34,32,32,32,32,32,32,32,32,28,28,28,28,28,28,28,28,30,30,30,30,30,30,30,30,28,28,28,28,28,28,28,28,34,34,34,34,34,34,34,34,30,30,30,30,30,30,30,30,32,32,32,32,32,32,32,32,36,36,36,36,36,36,36,36,28,28,28,28,28,28,28,28,33,33,33,33,33,33,33,33,38,38,38,38,38,38,38,38,45,45,45,45,45,45,45,45,38,38,38,38,38,38,38,38,30,30,30,30,30,30,30,30,36,36,36,36,36,36,36,36,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,22,22,22,22,22,22,22,22,32,32,32,32,32,32,32,32,26,26,26,26,26,26,26,26,28,28,28,28,28,28,28,28,19,19,19,19,19,19,19,19,34,34,34,34,34,34,34,34,38,38,38,38,38,38,38,38,27,27,27,27,27,27,27,27,29,29,29,29,29,29,29,29,34,34,34,34,34,34,34,34,
(0- 4),15,15,15,15,15,15,15,15,11,11,11,11,11,11,11,11,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,13,13,13,13,13,13,13,13,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,7,7,7,7,7,7,7,7,18,18,18,18,18,18,18,18,9,9,9,9,9,9,9,9,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,9,9,9,9,9,9,9,9,13,13,13,13,13,13,13,13,11,11,11,11,11,11,11,11,13,13,13,13,13,13,13,13,17,17,17,17,17,17,17,17,10,10,10,10,10,10,10,10,17,17,17,17,17,17,17,17,8,8,8,8,8,8,8,8,
(1- 0),34,34,34,34,34,34,34,34,33,33,33,33,33,33,33,33,26,26,26,26,26,26,26,26,33,33,33,33,33,33,33,33,29,29,29,29,29,29,29,29,35,35,35,35,35,35,35,35,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,32,32,32,32,32,32,32,32,34,34,34,34,34,34,34,34,32,32,32,32,32,32,32,32,21,21,21,21,21,21,21,21,23,23,23,23,23,23,23,23,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,18,18,18,18,18,18,18,18,26,26,26,26,26,26,26,26,13,13,13,13,13,13,13,13,30,30,30,30,30,30,30,30,16,16,16,16,16,16,16,16,20,20,20,20,20,20,20,20,32,32,32,32,32,32,32,32,29,29,29,29,29,29,29,29,23,23,23,23,23,23,23,23,34,34,34,34,34,34,34,34,
(1- 1),68,68,68,68,68,68,68,68,53,53,53,53,53,53,53,53,60,60,60,60,60,60,60,60,57,57,57,57,57,57,57,57,48,48,48,48,48,48,48,48,58,58,58,58,58,58,58,58,60,60,60,60,60,60,60,60,53,53,53,53,53,53,53,53,54,54,54,54,54,54,54,54,49,49,49,49,49,49,49,49,66,66,66,66,66,66,66,66,65,65,65,65,65,65,65,65,62,62,62,62,62,62,62,62,59,59,59,59,59,59,59,59,48,48,48,48,48,48,48,48,49,49,49,49,49,49,49,49,60,60,60,60,60,60,60,60,56,56,56,56,56,56,56,56,52,52,52,52,52,52,52,52,42,42,42,42,42,42,42,42,45,45,45,45,45,45,45,45,55,55,55,55,55,55,55,55,35,35,35,35,35,35,35,35,58,58,58,58,58,58,58,58,66,66,66,66,66,66,66,66,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,59,59,59,59,59,59,59,59,
(1- 2),70,70,70,70,70,70,70,70,52,52,52,52,52,52,52,52,45,45,45,45,45,45,45,45,57,57,57,57,57,57,57,57,44,44,44,44,44,44,44,44,54,54,54,54,54,54,54,54,65,65,65,65,65,65,65,65,61,61,61,61,61,61,61,61,52,52,52,52,52,52,52,52,46,46,46,46,46,46,46,46,67,67,67,67,67,67,67,67,56,56,56,56,56,56,56,56,52,52,52,52,52,52,52,52,56,56,56,56,56,56,56,56,55,55,55,55,55,55,55,55,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,45,45,45,45,45,45,45,45,51,51,51,51,51,51,51,51,46,46,46,46,46,46,46,46,49,49,49,49,49,49,49,49,61,61,61,61,61,61,61,61,40,40,40,40,40,40,40,40,57,57,57,57,57,57,57,57,64,64,64,64,64,64,64,64,50,50,50,50,50,50,50,50,48,48,48,48,48,48,48,48,57,57,57,57,57,57,57,57,
(1- 3),34,34,34,34,34,34,34,34,32,32,32,32,32,32,32,32,28,28,28,28,28,28,28,28,30,30,30,30,30,30,30,30,28,28,28,28,28,28,28,28,34,34,34,34,34,34,34,34,30,30,30,30,30,30,30,30,32,32,32,32,32,32,32,32,36,36,36,36,36,36,36,36,28,28,28,28,28,28,28,28,33,33,33,33,33,33,33,33,38,38,38,38,38,38,38,38,45,45,45,45,45,45,45,45,38,38,38,38,38,38,38,38,30,30,30,30,30,30,30,30,36,36,36,36,36,36,36,36,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,22,22,22,22,22,22,22,22,32,32,32,32,32,32,32,32,26,26,26,26,26,26,26,26,28,28,28,28,28,28,28,28,19,19,19,19,19,19,19,19,34,34,34,34,34,34,34,34,38,38,38,38,38,38,38,38,27,27,27,27,27,27,27,27,29,29,29,29,29,29,29,29,34,34,34,34,34,34,34,34,
(1- 4),15,15,15,15,15,15,15,15,11,11,11,11,11,11,11,11,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,13,13,13,13,13,13,13,13,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,7,7,7,7,7,7,7,7,18,18,18,18,18,18,18,18,9,9,9,9,9,9,9,9,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,9,9,9,9,9,9,9,9,13,13,13,13,13,13,13,13,11,11,11,11,11,11,11,11,13,13,13,13,13,13,13,13,17,17,17,17,17,17,17,17,10,10,10,10,10,10,10,10,17,17,17,17,17,17,17,17,8,8,8,8,8,8,8,8,
